XQJ,FW,TKZWHDW,BH,SZDL,ZDMC,JDB,XZQ,ZPWHDW
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0654,仙田路,仙田路南,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0655,仙田路,仙田路南,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0656,宝龙五路,宝龙五路路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0660,锦龙三路,兄弟厂,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0667,宝龙六路,方正微电子,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0669,冬青路,宝龙街道办,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0670,龙南路,立山环保,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0671,新生路,新生村大门,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0672,新生路,新生小学,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0673,新生路,新生小学,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0674,新生路,新生派出所,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0675,新生路,田祖上村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,"深圳市东部广告有限公司(龙岗)",F_LG0676,福宁路,杨梅岗市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_LG0677,福宁路,杨梅岗市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0678,新生路,华中师大龙园学校,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0679,东升新路,大围村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0680,东升新路,沙背沥市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0684,沙背坜二路,洪围居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0685,向东路,龙岗墟社区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0686,紫苑街,建文小学,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0687,无名路,桥背村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_LG0688,杨田路,福宁总站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0689,大埔二路,大埔老围,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,暂无维护单位,F_LG0690,锦龙三路,宝龙总站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0691,源盛路,龙东公园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_LG0692,无名路,浪背总站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0693,龙南路,龙南金井路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0695,向东路,中心医院路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0697,向东路,中心医院路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0698,龙平东路,龙岗邮政支局,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_LG0699,福宁路,振新学校,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0700,无名路,龙园公园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0701,龙南路,上井居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0702,龙南路,龙南金井路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0703,龙南路,龙山永久墓园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0704,宝龙一路,联和市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0705,南同大道（西段）,江联百货,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0707,龙南路,合荣实业,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0708,南同大道（西段）,博凯迈,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0709,龙南路,大浪小区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0710,宝清路,宝清清风路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0716,宝南路,君豪宾馆,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0717,宝南路,方兴科技园C区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0723,园湖路,嶂背社区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0724,园湖路,园湖横一巷,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0729,园湖路,嶂背步行街,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0730,龙园路,龙岗中学,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_LG0733,南同大道（西段）,联合工业区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_LG0734,龙岗大道,双龙地铁站②,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_LG0735,无名路,龙东上井总站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_LG0738,龙岗大道,双龙地铁站①,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_LG0739,龙岗大道,双龙地铁站②,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_LG0740,新布新路,同乐总站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_LG0741,龙岗大道,龙岗长途客运站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_LG0742,龙岗大道,龙城广场地铁站②,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_LG0743,龙岗大道,南联天桥,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_LG0745,龙岗大道,南联天桥,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_LG0746,龙岗大道,南联地铁站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_LG0747,龙岗大道,南联地铁站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_LG0749,龙岗大道,海航城①,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0750,爱南路,银珠岭小区南,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0751,碧新路,摩尔城,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0752,碧新路,摩尔城,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0753,碧新路,百富城,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_LG0754,无名路,圳埔肉菜市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0755,景盛路,龙岗坑尾村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0756,吓坑路,丁甲岭老村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0757,浪背路,恒利工业区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0758,清风大道,尚荣科技,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0759,同庆路,主力学校,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0760,同心路,同心工业园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0761,吓坑路,新布村路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0762,吓坑路,新布村路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0763,兰水路,兰一居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0764,兰水路,兰水坣,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0765,吓坑一路,恒森家具,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0766,兰水路,吓坑B区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0767,兰水路,池屋新村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0768,沐春路,新布村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0769,同心路,九九同心工业区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0770,无名路,新布工业区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0772,大坑路,大坑路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0773,赖屋路,赖屋路,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0774,大坑路,同乐派出所,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0777,爱南路,嶂背路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0780,植物园路,南联学校,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0781,植物园路,南联学校,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0782,植物园路,江业百货,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0783,植物园路,南约汉田新村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0784,植物园路,南约汉田新村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0785,植物园路,龙岗大浪路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0786,植物园路,龙岗大浪路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0787,植物园路,江业百货,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0788,植物园路,南约警务室,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0789,龙河路,丰丽学校,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0791,银威路,吓岗市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0792,银威路,吓岗市场,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0793,鹏达路,慈海医院,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0794,鹏达路,邱屋居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0799,沙背坜二路,洪围居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0800,吓坑路,吓坑A区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0803,爱南路,蒲新小区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0809,无名路,同乐第六工业区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0811,浪背路,吓坑第二工业区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0817,锦龙三路,翠龙路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0818,锦龙三路,翠龙路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_LG0825,南同大道,龙岗救助站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0838,景盛路,龙岗坑尾村,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0848,南同大道,同乐科技园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0850,南同大道,同乐科技园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,"深圳市东部广告有限公司(龙岗)",F_LG0853,龙园路,龙园公园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,"深圳市东部广告有限公司(龙岗)",F_LG0855,深汕公路,龙东汽车站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,"深圳市东部广告有限公司(龙岗)",F_LG0856,深汕公路,龙东汽车站,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0873,深汕公路,同乐社区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0874,深汕公路,同乐社区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0878,宝龙大道,龙岗智慧家园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0881,新城路,龙凤路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0882,爱南路,恒裕嘉城,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0883,爱南路,恒裕嘉城,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0887,深汕公路,石湖龙居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0888,深汕公路,石湖龙居民小组,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0890,宝龙大道,龙岗智慧家园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0904,爱南路,蒲新小区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_LG0922,嶂背路,拓野机器人公司,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,"深圳市东部广告有限公司(龙岗)",F_LG0923,嶂背路,拓野机器人公司,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0926,内环北路,鸿永利工业园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0927,内环北路,鸿永利工业园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0938,南同大道,亿思达大厦,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0939,南同大道,亿思达大厦,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_LG0942,宝南路,方兴军民融合区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0943,宝南路,方兴军民融合区,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0948,南同大道（西段）,联和家园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_LG0949,南同大道（西段）,联和家园,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_LG0955,宝沙一路,振业天峦,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_LG0956,宝其路,宝其路口,龙岗,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0001,育苗路,可园学校,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_NW0008,布沙路,南威中心花园北,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0009,湖东路,南威中心花园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_NW0012,布沙路,南湾街道办,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_NW0019,布沙路,沙湾路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_NW0020,布沙路,沙湾路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0021,布李路,鸿欣大厦,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市满意广告有限公司,F_NW0023,布澜路,联创科技园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_NW0024,科技园路,来座山,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_NW0025,科技园路,来座山,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0026,布李路,下李朗路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_NW0029,布澜路,布吉交警中队,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0030,布澜路,第三人民医院,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0034,下李南路,吓公岭,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0036,下李北路,下李朗图书馆,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0038,下李南路,下李朗市场,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0042,秀峰路,中盛科技园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市满意广告有限公司,F_NW0043,布澜路,宝福珠宝园②,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市满意广告有限公司,F_NW0044,布澜路,宝福珠宝园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_NW0045,布澜路,粤信创意园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0046,布澜路,上李朗第二工业区,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_NW0047,布澜路,182设计园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_NW0049,方鑫路,上李朗村,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市满意广告有限公司,F_NW0050,平吉大道,左右家私,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_NW0051,平吉大道,左右家私,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_NW0053,平吉大道,上李朗地铁站,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市满意广告有限公司,F_NW0054,布澜路,李朗国际珠宝园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_NW0055,布澜路,李朗国际珠宝园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0061,下李北路,水背坑,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0064,平吉大道,友信食品城,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_NW0065,平吉大道,友信食品城,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_NW0066,布沙路,百门前工业区,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_NW0067,中翠路,中翠路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_NW0068,中翠路,中翠路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市满意广告有限公司,F_NW0069,布澜路,布澜路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_NW0070,布澜路,布澜路口,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市满意广告有限公司,F_NW0071,布澜路,尚峰花园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_NW0074,布沙路,南岭村,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0076,南岭南路,南岭村社区,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_NW0077,龙岗大道,丹竹头地铁站②,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_NW0079,布澜路,布吉交警中队,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_NW0080,盛宝路,日塑,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_NW0081,布澜路,尚峰花园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0084,宝冠路,宝鼎威货运,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0105,丹沙路,沙湾天桥,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0107,丹沙路,沙湾汽车站,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_NW0108,丹沙路,沙湾汽车站,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_NW0109,丹平路,丹平金鹏物流,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0113,无名路,丹平金鹏物流,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_NW0120,湖东路,大世纪水山缘,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_NW0121,龙岗大道,金银坑,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_NW0125,下李北路,深朗总站,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_NW0128,秀峰路,中盛科技园,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,"深圳市东部广告有限公司(龙岗)",F_NW0130,平吉大道,宝江工业区,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,"深圳市东部广告有限公司(龙岗)",F_NW0131,平吉大道,宝江工业区,南湾,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_NW0150,中翠路,布吉东大街,南湾,龙岗,深圳市海波广告公司
